id,title,description,term,department,instructors,seats
THET428G,Special Topics in Advanced Theatre and Performance; Devising a Sound Score: Un Espectro Real,,202112,Theatre,Samuel Crawford,15
THET788,Master's Tutorial,,202112,Theatre,Helen Huang; Jared Mezzocchi,6
THET799,Master's Thesis Research,,202112,Theatre,,0
THET669J,Independent Study; Digital Technology for Site Specific Performance,"In this course, students will explore the intersections between digital technology and site specific performance building. Integrating skills to develop performance-based technology, students will be encouraged to build and perform original ideas that are inspired by locations campus-wide. This course focuses on interdisciplinary and collaborative practices, and so students from all art disciplines are encouraged to enroll.",202112,Theatre,Jared Mezzocchi,12
THET669G,Independent Study; Devising a Sound Score: Un Espectro Real,,202112,Theatre,Samuel Crawford,15
THET491,Theatrical Rendering Using Photoshop,"Prerequisite: THET471.
Credit only granted for: THET491 or THET428O.
Formerly: THET428O.",202112,Theatre,Daniel Conway,12
THET669,Independent Study; Independent Study,,202112,Theatre,Misha Kachman; Jared Mezzocchi; Van Tran Nguyen,13
GERM399O,Selected Topics in German Studies; Encountering the Other in Contemporary German Society (1945-2021),"A study of artists and authors with a migrant and/or ethnic minority background and their representations of self and others in literature, film, art, and music. Course taught in English.

German Majors may receive credit for upper-level culture course requirements upon consultation with their advisor.",202112,Germanic Studies,Regina Ianozi,25
HESI318E,Applied Contextual Leadership; Exploring Strengths and Values for Effective Leadership,"Students will explore strengths and values of individuals and teams to better understand how to engage in effective, collaborative leadership. Tools such as the Gallup Organization's CliftonStrengths Assessment will be used with a critical lens. Themes of teamwork, problem-solving, diversity and inclusion, coaching others, and conflict resolution are woven throughout the course. (Students with previous credit for HESI418E Strengths-Based Leadership are not eligible to take this course. Contact leadershipstudies@umd.edu with questions.)",202112,"Higher Ed, Student Affairs, and International Ed Policy",Noel Kuriakos,20
HESI217,Introduction to Student Leadership,Restriction: Freshman standing; or sophomore standing.,202112,"Higher Ed, Student Affairs, and International Ed Policy",Shakia Asamoah,20
HESI318A,Applied Contextual Leadership; Leadership in Film,This online course asks students to think about leadership in a new way by finding leadership lessons from film. This course will ask students to watch a number of films (including some documentaries) and connect each of the films to leadership readings and personal experience.,202112,"Higher Ed, Student Affairs, and International Ed Policy",Jia Zheng,20
HISP619C,"Special Topics in Historic Preservation; Havana's Art & Culture: The intersection of architecutre, planning, preservation and economics.","This course will explore art and culture in Havana, Cuba as the intersection of architecture, planning, preservation, and economics, including real estate development. Havana is one of the oldest cities in the hemisphere, having just celebrated its 500th anniversary. The course will provide the opportunity for the students to intensely interact (virtually, from Havana) with Cuban experts in each discipline. Students will first learn about the rich and complex contextual past and present framework for how these four disciplines interact and are manifested in the arts, culture, and society. Group projects will apply the learning to specific neighborhoods in Havana.

This is a Global Classrooms course, developed in partnership with the Office of International Affairs (OIA) to provide opportunities for virtual, project-based, and international collaboration.",202112,Historic Preservation,Reemberto Rodriguez; Gerrit Knaap,25
HISP629,Independent Studies in Historic Preservation,,202112,Historic Preservation,Donald Linebaugh,1
EMBA759,Independent Study,,202112,Executive MBA Program,Robert Sheehan,35
NFSC100,Elements of Nutrition,Fundamentals of human nutrition. Nutrient requirements related to changing individual and family needs.,202112,Nutrition and Food Science,Margaret Udahogora,35
NFSC799,Master's Thesis Research,,202112,Nutrition and Food Science,,0
NFSC386,Experiential Learning,"Prerequisite: Permission of AGNR-Nutrition and Food Science department.
Restriction: Junior standing or higher.
Formerly: FDSC386 and NUTR386.",202112,Nutrition and Food Science,,0
NFSC899,Doctoral Dissertation Research,,202112,Nutrition and Food Science,Instructor: TBA,1
NFSC699,Problems in Nutrition and Food Science,,202112,Nutrition and Food Science,,0
NFSC498,Selected Topics,,202112,Nutrition and Food Science,,0
BIOE447,Clinical Experiences in Bioengineering,"Prerequisite: BIOE221.
Restriction: Permission of ENGR-Fischell Department of Bioengineering department.
Credit only granted for: BIOE489O or BIOE447.
Formerly: BIOE489O.",202112,Bioengineering,Christopher Jewell,15
BIOE489X,Special Topics in Bioengineering; Primary Literature in Genome Editing & Synthetic Biology,"Prereqs: BIOE120, BIOE121, BSCI330

The course will introduce students to the field of genome editing and synthetic biology. After reviewing basic molecular biology concepts necessary to engage with the material, the course will explore the relevant cutting-edge technologies via in-depth analysis of the primary literature, both historically important and recent landmark papers.",202112,Bioengineering,Jarred Callura,20
MUSC699,Selected Topics in Music,,202112,School of Music,Robert DiLutis,3
MUSC220,Selected Musical Cultures of the World,Restriction: Must not be in any of the following programs: (Music (Professional Program); Music Education).,202112,School of Music,Jackson Mann,40
MUSC205,"History of Popular Music, 1950-Present","A historical survey of rock music (blues, rock, soul, metal, rap, etc.) from circa 1950 to the present, with emphasis on popular music as music and popular music as social history.",202112,School of Music,Julia Kuhlman,40
MUSC140,Music Fundamentals I,Restriction: Must not be in any of the following programs (Music (Professional Program); Music Education).,202112,School of Music,Isador Miller,20
PLCY798A,Readings in Public Policy,,202112,Public Policy,,0
PLCY309,Internship in Political Institutions: State and Local,,202112,Public Policy,Jennifer Littlefield,10
PLCY898,Pre-Candidacy Research,,202112,Public Policy,Nathan Hultman,5
PLCY688G,"Topics in Public Policy; Governance: Leadership, Management and Accountability",,202112,Public Policy,Elizabeth Duke,20
PLCY752,Managing Differences:Resolving Conflict and Negotiating Agreements,"Restriction: Must be in a major in PLCY-School of Public Policy; or permission of PLCY-School of Public Policy.
Credit only granted for: PLCY752 or PUAF752.
Formerly: PUAF752.",202112,Public Policy,Daniella Fridl,31
PLCY899,Doctoral Dissertation Research,,202112,Public Policy,Carol Graham; Nathan Hultman,10
KNES689,Special Problems in Kinesiology,,202112,Kinesiology,,0
KNES161T,Physical Education Activities: Coed; Yoga (Beginning),Students must pay a $40 instructional materials fee.,202112,Kinesiology,Kate Shin,30
KNES334,Adapted Physical Activity: Empowering People with Disabilities to Lead a Healthy and Active Lifestyle,"Prerequisite: KNES370; or students not in the Kinesiology major may contact the instructor for permission.
Restriction: Must have earned a minimum of 75 credits.
Credit only granted for: KNES498L or KNES334.
Formerly: KNES498L.",202112,Kinesiology,Ana Palla,30
KNES498,Special Topics in Kinesiology,Prerequisite: permission of department.,202112,Kinesiology,,0
KNES899,Doctoral Dissertation Research,,202112,Kinesiology,,0
KNES289,Topical Investigations,Prerequisite: permission of department.,202112,Kinesiology,,0
KNES389K,Topical Investigations; Kinesiology Internship,Prerequisite: permission of department.,202112,Kinesiology,,0
KNES225,Hoop Dreams: Black Masculinity and Sport,"Credit only granted for: KNES289R OR KNES225.
Formerly: KNES289R.",202112,Kinesiology,Ronald Mower,40
